state_name,state,year,Population,Employment,Unemployment ,Unemployment rate,Marginally Food Insecure,Food Insecure,Very Low Food Secure,Gross State Product,Number of low income uninsured children,Percent Low Income Unisured Children,Personal income,Workers' compensation,AFDC/TANF Recipients,AFDC/TANF Caseloads,Food Stamp/SNAP Recipients,Food Stamp/SNAP Caseloads,AFDC/TANF Benefit for 2-Person family,AFDC/TANF Benefit for 3-person family,AFDC/TANF benefit for 4-person family,FS/SNAP Benefit for 1-person family,FS/SNAP Benefit for 2-person family,FS/SNAP Benefit for 3-person family,FS/SNAP Benefit for 4-person family,AFDC/TANF_FS 2-Person Benefit,AFDC/TANF_FS 3-Person Benefit,AFDC/TANF_FS 4-Person Benefit,Child-only AFDC/TANF cases,SSI-Federal,SSI-State,Total SSI,SSI_FS Benefit,Number of Poor (thousands),Poverty Rate,Governor is Democrat (1=Yes),Number in Lower House Democrat,Number in Lower House Republican,Fraction of State House that is Democrat,Number in Upper House Democrat,Number in Upper House Republican,Fraction of State Senate that is Democrat,EITC Phase-In Rate No Dependents,EITC Phase-In Rate 1 Dependent,EITC Phase-In Rate 2 Dependents,EITC Maximum Credit No Dependents,EITC Maximum Credit 1 Dependent,EITC Maximum Credit 2 Dependents,EITC Phase-Out Rate No Dependents,EITC Phase-Out Rate 1 Dependent,EITC Phase-Out Rate 2 Dependents,State EITC Rate,Wisconsin EITC Rate 2 Dependents,Wisconsin EITC Rate 3 Dependents,Refundable State EITC (1=Yes),Federal Minimum Wage,State Minimum Wage,SSI recipients,SSI recipients--Aged,SSI recipients--Blind,SSI recipients--Disabled,Medicaid beneficiaries,WIC participation,NSLP Free Participation,NSLP Reduced Participation,NSLP Total Participation,SBP Free Participation,SBP Reduced Participation,SBP Total Participation
IA,16,1993,2820525,1480417,64855,4.20,,,,63386,,,53052527,8628,101079,36672,196106,78444,361,426,495,111,203,292,370,554,688,815,4001,434,0,434,513,290,10.3,0,55,45,0.55,29,21,0.58,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.065,,,0,4.25,4.65,39379,6581,1015,31783,289211,57222,87373,26512,378941,22594,2479,35321
KS,17,1993,2547605,1257847,67228,5.10,,,,58953,,,52078677,43198,88072,30179,188305,73482,352,429,497,111,203,292,370,548,690,816,4059,434,0,434,513,327,13.1,1,63,62,0.50,18,22,0.45,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,2.65,32997,4904,395,27698,242896,52288,90972,27852,307958,25003,2956,34936
KY,18,1993,3792288,1689100,114900,6.40,,,,81618,,,66917981,158243,224833,82799,530494,199652,196,228,285,111,203,292,370,399,520,655,12903,434,0,434,513,763,20.4,1,68,32,0.68,27,11,0.71,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,145668,26702,1881,117085,617759,110607,220507,35932,508491,111492,9839,149159
LA,19,1993,4284749,1738570,139704,7.40,,,,95866,,,75792010,48012,262703,90019,778742,282286,138,190,234,111,203,292,370,341,482,604,17449,434,0,434,513,1119,26.4,1,89,16,0.85,34,5,0.87,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,170483,36302,2293,131888,751242,124363,377112,46490,671203,184572,10699,218326
ME,20,1993,1238256,589800,41604,6.60,,,,25202,,,23218339,10887,67447,23854,138492,60997,337,453,569,111,203,292,370,537,707,866,1148,434,10,444,520,196,15.4,0,97,54,0.64,21,14,0.60,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,27817,6366,284,21167,168812,26700,41146,9453,104736,11687,1190,16770
MD,21,1993,4942504,2501515,159280,6.00,,,,125515,,,123327643,286988,221190,80199,374522,159059,280,359,432,111,203,292,370,483,641,771,10927,434,0,434,513,479,9.7,1,116,25,0.82,38,9,0.81,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.500,,,0,4.25,4.25,73529,16462,810,56257,444673,80860,149041,23479,344504,47226,3527,56262
MA,22,1993,6010884,2940565,232339,7.30,,,,173527,,,152619274,64188,325431,114441,442739,188822,446,539,628,111,203,292,370,613,767,908,12666,434,129,563,603,641,10.7,0,118,37,0.76,25,15,0.63,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,148615,47117,4519,96979,764933,101836,168865,20874,431774,66163,2109,76437
MI,23,1993,9529240,4364545,347053,7.40,,,,226368,,,200783687,184990,688127,229585,1022140,419037,371,459,563,111,203,292,370,561,711,862,17636,434,14,448,523,1475,15.4,0,61,49,0.55,18,20,0.47,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,3.35,192390,25162,2178,165050,1171548,188069,314063,43114,732689,53573,1910,61667
MN,24,1993,4521709,2391055,124019,4.90,,,,117947,,,98413593,130958,191466,64145,316972,131429,437,532,621,111,203,292,370,607,763,903,5167,434,81,515,570,506,11.6,0,78,56,0.58,46,21,0.69,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.150,,,1,4.25,4.25,54881,10255,761,43865,425478,87160,132165,40565,506771,37667,3040,48608
MS,25,1993,2635574,1126904,84278,7.00,,,,47340,,,40957404,20566,171745,60079,536897,199891,96,120,144,111,203,292,370,299,412,514,12790,434,0,434,513,639,24.7,0,98,23,0.81,43,9,0.83,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,134318,35951,1563,96804,504498,107293,260446,30152,408734,127673,8134,149237
MO,26,1993,5237757,2539792,165955,6.10,,,,118906,,,105163648,38493,261463,89906,590573,233832,234,292,342,111,203,292,370,437,584,708,10620,434,0,434,513,832,16.1,1,99,64,0.61,23,11,0.68,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,105042,19227,1113,84702,609386,111780,200123,35128,550537,80474,6127,106446
MT,27,1993,839876,397257,25322,6.00,,,,16054,,,15025350,123253,34596,11738,70320,27148,310,390,470,111,203,292,370,513,663,797,930,434,0,434,513,127,14.9,0,61,39,0.61,29,21,0.58,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,12406,1781,129,10496,89041,18876,30954,7886,85286,7247,717,9512
NE,28,1993,1612149,837361,24045,2.80,,,,39353,,,32245880,6346,48247,16746,113355,45105,293,364,435,111,203,292,370,496,645,773,3531,434,28,462,533,169,10.3,1,,,,,,,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,19523,3379,253,15891,164663,32519,53631,19247,201577,12045,1155,15696
NV,29,1993,1380197,714032,51866,6.80,,,,40039,,,32221634,394584,35223,13006,93410,42334,289,348,407,111,203,292,370,492,634,753,2125,434,36,470,538,141,9.8,1,22,19,0.54,10,10,0.50,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,16789,5350,547,10892,88428,21502,35450,6494,87860,15207,979,20099
NH,30,1993,1122191,580137,39170,6.30,,,,27362,,,25199814,75982,29483,11021,60361,25598,451,516,575,111,203,292,370,617,751,871,868,434,27,461,532,112,9.9,0,125,268,0.32,11,13,0.46,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,8980,1389,96,7495,79332,19219,20274,6111,86880,4962,540,9098
NJ,31,1993,7874891,3727262,307323,7.60,,,,240389,,,213023146,184342,349388,125930,530524,218308,322,424,488,111,203,292,370,525,687,810,18701,434,31,465,535,866,10.9,1,22,58,0.28,13,27,0.33,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,5.05,134285,34800,1176,98309,793634,129233,228565,34682,499251,51877,2601,59994
NM,32,1993,1614937,700258,54795,7.30,,,,36876,,,27883010,27372,95392,31279,243666,84740,258,324,389,111,203,292,370,461,616,740,3525,434,0,434,513,282,17.4,1,49,21,0.70,26,16,0.62,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,39993,9823,620,29550,240690,48392,112162,17230,178866,41359,3009,49421
NY,33,1993,18140894,8013498,685436,7.90,,,,537504,,,461006267,1358086,1196589,432788,2045033,942724,468,577,687,111,203,292,370,629,794,949,42586,434,86,520,573,2981,16.4,1,95,55,0.63,26,35,0.43,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,536018,139921,3944,392153,2742494,402692,892336,107152,1583972,277321,16857,328009
NC,34,1993,6947412,3434311,186885,5.20,,,,168006,,,138771289,37878,334761,130736,627025,253185,236,272,297,111,203,292,370,439,564,667,21445,434,0,434,513,966,14.4,1,81,39,0.68,36,14,0.72,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,174526,45289,2602,126635,898416,168927,310734,60192,740585,155824,13863,196706
ND,35,1993,637229,308915,14293,4.40,,,,13049,,,11346754,115216,18518,6494,48329,18802,326,401,491,111,203,292,370,529,671,812,634,434,0,434,513,70,11.2,0,48,58,0.45,27,26,0.51,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,8600,1982,95,6523,62087,18519,22679,7484,89869,4801,511,7838
OH,36,1993,11070385,5138818,370897,6.70,,,,259612,,,229526968,1917500,718701,257903,1269258,534813,279,341,421,111,203,292,370,482,629,763,35650,434,0,434,513,1461,13.0,0,61,38,0.62,12,21,0.36,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,214038,23022,2543,188473,1490983,243682,372472,55349,950241,120172,4302,135910
OK,37,1993,3228829,1450076,92897,6.00,,,,65552,,,57800797,281191,138059,48483,370287,145839,251,324,402,111,203,292,370,454,616,750,7152,434,60,494,555,662,19.9,1,68,33,0.67,37,11,0.77,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,69954,16968,977,52009,386531,81395,165995,37196,363098,77152,9688,103773
OR,38,1993,3034490,1489808,110948,6.90,,,,69409,,,61444488,114535,117697,42591,282882,123128,395,460,565,111,203,292,370,578,712,864,6051,434,2,436,514,363,11.8,1,28,32,0.47,20,10,0.67,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.75,42571,7036,636,34899,325233,63756,98767,21378,246031,41475,3261,52963
PA,39,1993,12022128,5504269,418976,7.10,,,,281704,,,262453825,353679,607870,205435,1186045,518420,330,421,514,111,203,292,370,532,685,828,22205,434,32,466,535,1598,13.2,1,107,94,0.53,24,26,0.48,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,236354,42841,2811,190702,1223080,232932,350257,64495,959735,92458,5556,116378
RI,40,1993,997852,484965,41708,7.90,,,,23566,,,21926694,11237,61727,22191,92284,40373,449,554,632,111,203,292,370,615,778,911,2137,434,64,498,558,108,11.2,1,89,11,0.89,45,5,0.90,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.275,,,0,4.25,4.45,21309,5011,224,16074,191138,18758,30208,3530,55819,6151,85,6537
SC,41,1993,3634507,1696068,131687,7.20,,,,76158,,,64661606,101708,146626,53314,394274,145524,159,200,240,111,203,292,370,362,492,610,13677,434,0,434,513,678,18.7,0,79,43,0.65,33,13,0.72,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,103812,26262,1794,75756,470416,108769,223734,31244,449208,108612,8116,134401
SD,42,1993,716258,352666,13079,3.60,,,,16105,,,13178010,6931,20104,7203,55942,19950,357,404,450,111,203,292,370,551,673,783,1450,434,15,449,523,102,14.2,0,25,45,0.36,17,18,0.49,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,12515,2652,148,9715,69606,22608,34314,10881,105368,10689,1086,13655
TN,43,1993,5085666,2391568,151706,6.00,,,,119568,,,99314751,59832,310872,107865,773727,316882,142,185,226,111,203,292,370,345,477,596,14752,434,0,434,513,998,19.6,1,57,42,0.58,20,13,0.61,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,167590,36889,1995,128706,908943,121051,242527,34964,583419,118100,9638,157242
TX,44,1993,17996764,8543207,659875,7.20,,,,443775,,,352572619,144649,781622,278657,2657148,974025,158,184,221,111,203,292,370,361,476,591,52116,434,0,434,513,3177,17.4,1,93,57,0.62,22,9,0.71,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,3.35,370719,126703,5558,238458,2308443,541965,1194229,133854,2091313,547778,30468,651214
UT,45,1993,1875993,892956,38831,4.20,,,,38631,,,31978241,120363,52613,18443,132535,47456,323,402,470,111,203,292,370,526,672,797,2132,434,5,439,516,203,10.7,0,31,44,0.41,10,19,0.34,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,18199,2157,307,15735,148131,53580,71956,30426,247750,12587,1520,16657
VT,46,1993,574004,298277,16604,5.30,,,,13027,,,11235019,3009,28547,10009,57959,25315,554,659,740,111,203,292,370,689,851,986,866,434,57,491,553,59,10.0,1,73,75,0.49,15,15,0.50,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.280,,,1,4.25,4.25,12176,2243,123,9810,80564,16220,16274,3589,47916,4768,456,6966
VA,47,1993,6464795,3195680,173926,5.20,,,,167688,,,147090659,76694,194326,73650,534755,224640,294,354,410,111,203,292,370,497,638,755,15464,434,0,434,513,627,9.7,1,58,41,0.59,22,18,0.55,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,117809,29363,1603,86843,575929,119326,201224,37361,565679,91494,8259,125064
WA,48,1993,5247704,2500782,191091,7.10,,,,142500,,,116870584,919092,288076,101310,462491,191385,440,546,642,111,203,292,370,609,772,918,14238,434,28,462,533,634,12.1,1,58,40,0.59,24,25,0.49,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,81634,12558,890,68186,633364,80759,167163,34131,403080,63295,3990,76218
WV,49,1993,1816179,696784,81231,10.40,,,,31881,,,30078347,546285,118995,41383,322480,124050,201,249,312,111,203,292,370,404,541,682,5970,434,0,434,513,400,22.2,1,74,26,0.74,33,1,0.97,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,4.25,60202,8369,736,51097,347014,43360,94971,15950,198293,55881,6011,81780
WI,50,1993,5055318,2628814,123959,4.50,,,,120024,,,103722102,16949,236860,79989,337317,125455,440,517,617,111,203,292,370,609,752,900,11625,434,93,527,578,636,12.6,0,58,41,0.59,19,14,0.58,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.050,0.250,0.750,1,4.25,4.25,106198,20110,1201,84887,471103,93668,143282,32669,476400,21970,1175,26410
WY,51,1993,469033,229177,13422,5.50,,,,13791,,,9492154,78597,18238,6509,34228,12516,320,360,390,111,203,292,370,523,642,741,721,434,10,444,520,64,13.3,1,22,42,0.34,10,20,0.33,0.0000,0.1850,0.1950,0,1434,1511,0.0000,0.1321,0.1393,0.000,,,0,4.25,1.60,5154,710,60,4384,46262,11340,16802,5394,57732,3800,450,5236
AL,1,1994,4232965,1909881,108643,5.40,,,,90098,154.0,12.7,79480755,49874,132067,50340,544905,212995,137,164,194,112,206,295,375,343,459,569,16140,446,0,446,533,704,16.4,1,82,23,0.78,28,7,0.80,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.25,161666,40396,1537,119733,543537,121561,265892,40816,550872,106925,7735,132332
AK,2,1994,600624,278198,22544,7.50,,,,23605,11.0,5.3,15194722,11203,37998,12759,45871,15357,821,923,1025,147,271,388,492,1033,1222,1397,836,446,374,820,909,61,10.2,0,23,17,0.58,10,10,0.50,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.75,6389,1205,108,5076,68854,15318,20958,4920,45853,4654,552,6454
AZ,3,1994,4147561,1976722,129147,6.10,,,,100374,190.0,15.7,82292359,255464,200809,71984,511739,187437,275,347,418,112,206,295,375,481,642,776,15145,446,0,446,533,673,15.9,0,27,33,0.45,17,13,0.57,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.25,68559,13363,877,54319,509663,111030,211715,29733,376491,92780,6277,110620
AR,4,1994,2450605,1148393,64798,5.30,,,,51416,92.0,13.6,43634403,26613,69333,26014,282521,107864,162,204,247,112,206,295,375,368,499,622,6866,446,0,446,533,369,15.3,1,90,9,0.91,31,4,0.89,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.25,93834,22276,1192,70366,339920,87661,146892,23470,311157,81729,6758,106645
CA,5,1994,31317179,13953855,1317186,8.60,,,,861360,1281.0,13.4,738250330,1445767,2639214,908999,3154602,1179193,490,607,723,112,206,295,375,658,829,990,201288,446,157,603,643,5658,17.9,0,47,33,0.59,25,13,0.66,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.25,1014147,332217,22403,659527,5007635,837704,1575596,149660,2286092,597470,23369,654969
CO,6,1994,3653910,1953111,87271,4.30,,,,104507,72.0,7.0,86537055,352264,118986,41614,268256,106880,280,356,432,112,206,295,375,486,651,786,6367,446,56,502,572,335,9.0,1,27,38,0.42,12,23,0.34,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,3.00,54589,9633,535,44421,289423,68095,112407,25612,294856,31139,2462,41520
CT,7,1994,3268346,1670083,96959,5.50,,,,113115,53.0,6.2,99121255,130985,165928,59201,222618,96900,549,680,792,112,206,295,375,699,880,1038,6530,446,301,747,744,344,10.8,0,87,64,0.58,20,16,0.56,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.27,42707,7696,515,34496,354473,65460,90645,14532,226008,32550,2050,41452
DE,8,1994,708416,360866,17299,4.60,,,,25638,13.0,7.3,16852811,12625,27488,11460,59242,21942,270,338,407,112,206,295,375,476,633,769,2783,446,0,446,533,57,8.3,1,17,24,0.41,15,6,0.71,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.25,10271,1659,121,8491,74800,15819,24552,3538,63526,11394,629,14267
DC,9,1994,564982,285207,24892,8.00,,,,46655,16.0,11.2,18151181,26601,73953,27117,90697,41408,330,420,513,112,206,295,375,536,698,843,4476,446,15,461,543,129,21.2,,,,,,,,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,5.25,19852,3421,192,16239,127208,17350,41135,1669,47060,15306,320,16091
FL,10,1994,13961798,6502124,467950,6.70,,,,327167,444.0,11.9,312116052,269087,669419,247087,1474426,606939,241,303,364,112,206,295,375,447,598,738,47852,446,0,446,533,2128,14.9,1,74,46,0.62,22,18,0.55,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.25,320038,99622,3281,217135,1727034,290417,688940,91122,1177293,281521,15054,323627
GA,11,1994,7045900,3412606,182076,5.10,,,,187996,214.0,10.7,149907045,58145,393499,141451,830360,329114,235,280,330,112,206,295,375,441,575,705,26595,446,0,446,533,1012,14.0,1,145,35,0.81,45,11,0.80,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,3.25,194087,45696,2609,145782,1084929,212588,419205,61834,959443,197582,16507,258599
HI,12,1994,1173903,555749,30069,5.10,,,,37395,13.0,4.5,29506810,21256,62016,20420,114576,49730,565,712,859,187,343,492,625,893,1145,1381,1806,446,5,451,638,97,8.7,1,45,6,0.88,22,3,0.88,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,5.25,18043,7387,153,10503,120793,24787,39235,11968,139375,15193,2479,26757
ID,13,1994,1135459,552354,31775,5.40,,,,25455,31.0,8.6,21603035,85003,23170,8676,81504,29760,251,317,382,112,206,295,375,457,612,751,1446,446,45,491,564,137,12.0,1,28,56,0.33,21,21,0.50,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.25,15728,2022,150,13556,110043,31796,48122,15377,141951,14828,1447,21549
IL,14,1994,11804986,5766671,354614,5.80,,,,347971,211.0,6.4,288059918,42385,712295,240319,1188760,499445,268,367,414,112,206,295,375,474,661,773,32117,446,0,446,533,1464,12.4,0,72,46,0.61,31,28,0.53,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.25,260284,35466,2507,222311,1441034,225860,495372,54701,940211,132076,5400,151191
IN,15,1994,5745626,2911781,138099,4.50,,,,143335,131.0,7.9,121509909,25891,216038,73803,517939,194061,229,288,346,112,206,295,375,435,583,721,10408,446,0,446,533,816,13.7,1,52,48,0.52,24,26,0.48,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,3.35,85773,9860,1106,74807,604770,135220,175240,32878,596606,51743,3609,67726
IA,16,1994,2829422,1510253,58871,3.80,,,,70161,67.0,8.1,58061734,9125,110268,39555,195706,78650,361,426,495,112,206,295,375,567,702,830,5287,446,0,446,533,302,10.7,0,55,45,0.55,29,21,0.58,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.065,,,0,4.25,4.65,40787,6271,992,33524,302535,58729,89644,27050,381532,24638,2879,39674
KS,17,1994,2569118,1279098,65345,4.90,,,,63304,60.0,8.1,54796100,51705,86686,30102,191749,75996,352,429,497,112,206,295,375,558,704,832,4146,446,0,446,533,375,14.9,1,63,62,0.50,18,22,0.45,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,2.65,35550,4810,402,30338,251742,57048,93099,28978,307877,40347,5895,60861
KY,18,1994,3823215,1729483,99842,5.50,,,,87646,93.0,8.9,70468791,171059,208033,79840,522339,195987,196,228,285,112,206,295,375,402,523,660,14751,446,0,446,533,710,18.5,1,68,32,0.68,27,11,0.71,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.25,155826,25814,1822,128190,637558,114917,222449,37815,506479,115379,10917,156083
LA,19,1994,4306500,1785654,145780,7.50,,,,105119,194.0,14.9,81042157,52292,248163,86915,756438,278020,138,190,234,112,206,295,375,344,485,609,19379,446,0,446,533,1117,25.7,1,89,16,0.85,34,5,0.87,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.25,178758,34840,2272,141646,778223,119011,380707,48060,670797,190035,11796,226603
ME,20,1994,1237687,589073,40598,6.40,,,,26543,24.0,7.4,24296796,10157,64333,22934,135784,60716,312,418,526,112,206,295,375,518,696,852,1565,446,10,456,540,113,9.4,0,97,54,0.64,21,14,0.60,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.25,29566,6196,286,23084,176998,27309,41638,9454,105178,13195,1311,18912
MD,21,1994,4985411,2545413,138753,5.20,,,,133311,100.0,7.6,129493261,266536,221793,80123,390204,164793,286,366,441,112,206,295,375,492,660,792,12064,446,0,446,533,541,10.7,1,116,25,0.82,38,9,0.81,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.500,,,0,4.25,4.25,78558,16747,831,60980,415101,82640,159418,24531,360999,53593,3947,64103
MA,22,1994,6031352,2989123,198690,6.20,,,,185710,69.0,4.5,160869441,69529,307082,111783,441794,190610,486,579,668,112,206,295,375,655,809,951,14911,446,129,575,623,585,9.7,0,118,37,0.76,25,15,0.63,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.25,156642,47037,4558,105047,710490,108256,180038,22029,452134,71541,2293,83050
MI,23,1994,9584481,4508900,295563,6.20,,,,251484,156.0,5.6,216841850,180688,665785,223950,1030671,434143,371,459,563,112,206,295,375,574,725,878,21958,446,14,460,543,1347,14.1,0,61,49,0.55,18,20,0.47,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,3.35,206585,24760,2163,179662,1186621,204675,317626,44756,743665,67463,3109,80333
MN,24,1994,4566028,2471516,104975,4.10,,,,128167,50.0,3.9,106052192,125183,186987,62979,317730,133205,437,532,621,112,206,295,375,621,776,918,6449,446,81,527,590,523,11.7,0,78,56,0.58,46,21,0.69,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.150,,,1,4.25,4.25,59587,10379,757,48451,425563,93176,136969,42208,518137,41091,3666,54300
MS,25,1994,2663450,1159959,82591,6.60,,,,51602,110.0,14.1,44399454,21952,158743,56785,510539,193597,96,120,144,112,206,295,375,302,415,519,14941,446,0,446,533,515,19.9,0,98,23,0.81,43,9,0.83,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.25,139612,34134,1514,103964,536916,104137,257552,30995,407981,128025,8644,151032
MO,26,1994,5281206,2622286,136375,4.90,,,,130567,97.0,7.3,112001242,40146,263452,92110,593071,239670,234,292,342,112,206,295,375,440,587,717,12215,446,0,446,533,797,15.6,1,99,64,0.61,23,11,0.68,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.25,109841,18461,1084,90296,668765,118973,206337,36729,555273,90444,7265,121307
MT,27,1994,854923,410957,23817,5.50,,,,17062,24.0,10.1,15494122,117253,34852,11908,71377,27821,318,401,484,112,206,295,375,524,684,822,826,446,0,446,533,97,11.5,0,61,39,0.61,29,21,0.58,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.25,13292,1728,141,11423,96206,19376,32095,8171,86888,8869,939,11725
NE,28,1994,1621551,862659,23273,2.60,,,,43504,30.0,6.0,34458605,5358,45277,15934,110750,44830,293,364,435,112,206,295,375,499,658,788,4069,446,28,474,552,146,8.8,1,,,,,,,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.25,20501,3238,244,17019,164440,34222,55392,19391,203762,14301,1432,19109
NV,29,1994,1456388,764451,49770,6.10,,,,45173,43.0,10.8,35821049,313671,38128,14166,96742,44497,288,348,408,112,206,295,375,494,643,769,3455,446,36,482,558,168,11.1,1,22,19,0.54,10,10,0.50,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.25,18952,5773,569,12610,95411,26818,39935,7557,93185,17708,1362,22790
NH,30,1994,1133054,594935,29631,4.70,,,,29190,20.0,6.6,27012002,58603,30345,11475,61565,26208,481,550,613,112,206,295,375,651,789,913,1506,446,27,473,552,87,7.7,0,125,268,0.32,11,13,0.46,0.0765,0.2360,0.3000,306,2038,2528,0.0765,0.1598,0.1768,0.000,,,0,4.25,4.25,9654,1355,100,8199,85555,19264,21794,6308,88108,6189,674,11094
